"","Limit_Outdoor_Active","Limit_Exercise_Home","Limit_Exercise_Gym","Limit_People","Limit_Groups","Limit_Travel","Health_General","COVID_Worry","COVID_Too_Much_Time","COVID_Lot_Time","COVID_Afraid","COVID_Irritable","COVID_Guilty","COVID_Sad","COVID_Preoccupied","COVID_Stressed","Hrs_Screen","Hrs_Outdoor","Hrs_Exercise","Educ_Mom","Educ_Dad","Educ_Self","Income_Relative","Class_Self","Class_Mom","Class_Dad","Park_Use","Infected_Any","Female","BMI","Educ_College_Grad","ResponseId","Age","Source","GIS_ZIP","Ethnoracial_Group","COVID_F2_LostTime","COVID_F1_BadMoods","Type","Classification","Classification_High","Ethnoracial_Group_f","NHWhite_f","Ethnoracial_Group_White1_Asian2","Age_3Groups","Age_18to25","Source_NCSU","Class_Self_group","Class_Mom_group","Class_Dad_group","Income_Relative_group","Educ_Mom_group","Educ_Dad_group","Health_General_group","BMI_group","Hrs_Outdoor_group","Hrs_Screen_group","Hrs_Exercise_group"
"338",3,3,5,5,5,4,4,4.5258599842594,4.36559296946421,4.95509045385946,63.0038919389516,62.1704749387791,28.9587798598972,68.2732398391929,54.8993196357343,67.6431329394443,3,2.1,0.8,2,5,4,4,3,3,3,2.19049642648266,0,1,23.627607851729,0,"R_1qeM7KPHwTC2krH","18 to 24","ArizonaState",NA,"NHWhite",0.292947841139887,0.201102817498125,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,1,2,2,2,3,1,2
"339",5,1,5,5,5,5,4,2,2,5,31.2231497861956,59.3097751259014,20.777393595308,63.511621010098,51.6116859449521,57.426226819857,8.36248357989724,1.07080420374788,0.711130319049774,1,1,2,2,1,1,1,1.77741937294127,0,1,25.5015847038122,0,"R_3EXwS4XDj7JSi04","18 to 24","ArizonaState",NA,"Hisp",-0.662820127751891,-0.190254416195008,"1","Med",0,"Hisp","0","0","18 to 24","1","0",1,1,1,1,1,1,2,3,2,2,2
"340",3.0052217052387,1.97347700918248,4.7389088843347,4.34078562581116,4.85606430802536,4.28152608509081,3,1,1,1,32.66,93.7,0,7.45,16.33,33.24,5.9,0.8,0,1,1,3,2,3,1,3,2.27838145131772,0.351787328904586,1,23.5647554858011,0,"R_3siAPhKMc9JHCm4","18 to 24","ArizonaState",NA,"Hisp",-1.82019891339079,-0.800506007552745,"2","Low",0,"Hisp","0","0","18 to 24","1","0",2,1,2,1,1,1,2,2,1,1,1
"341",3.32152860118778,1.88294666976218,4.91722355208411,4.47929514035343,4.8810533607184,4.63635766423494,3.40229176608909,4.45563111101996,4.240941302401,4.07412243131062,48.3324624829437,61.1306441004557,26.7404461003582,64.7785069482503,52.5057394110253,65.3042873806471,7.47304319682319,1.3536325659625,0.977603583338902,3,5,3,4,3,2.97807255266556,3.06707384886171,2.23599056960076,0,1,23.5005088317844,0,"R_xf5VR5Fe8fU0j29","18 to 24","ArizonaState",NA,"NHWhite",0.0866163254873226,0.0242675820180662,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,1,3,3,1,2,NA,2,2,1,2
"342",5,5,5,5,5,5,3,6,6,6,75.4878800227131,63.2455108731327,41.4723647259708,75.0771582564775,73.6041527268235,86.1561668999852,9.46754202661826,0.599747598385658,0.508897737141918,4,5,4,3,4,4,4,1.74011740150136,0,1,20.360652884371,0,"R_AF0kVD95ke6D7Pj","18 to 24","ArizonaState",NA,"NHWhite",1.10432663159158,0.632212321288515,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,2,1,2,2,2,1,2,2
"343",2,2,5,5,5,4,3,4.45563111101996,4.240941302401,4.07412243131062,49.4689010900048,62.1704749387791,25.1297449139331,64.7785069482503,52.5057394110253,64.8406500394937,8,1,1,5,5,3,4,4,4,4,2.90085358077594,0,1,22.7099589864138,0,"R_2ctiycNLOjXq6cP","18 to 24","ArizonaState",NA,"NHWhite",0.0866163254873226,0.0364853123818669,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,2,2,2,2,2,3
"344",3,5,5,4,5,5,3,5.34681974020692,4.36559296946421,4.95509045385946,69.58,60.85,0,70.56,100,70,9,3,3,4,7,3,4,3,3,5,2.02704094399695,0,0,22.8892451063625,0,"R_2atPHIydAD05jKl","18 to 24","ArizonaState",NA,"NHWhite",0.457397100714896,0.614182750523661,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,3,3,1,5,2,2,3,2,3
"345",4,4,5,5,5,4,3.53145898896353,3,4,4,21.13,61.41,6.06,18.73,32.68,58.31,5.2,1.7,1,2,5,4,4,3,3,3,1.99605801217094,0.172643903258009,1,24.3276472712115,0,"R_3gR8c3t2i6DrG0u","18 to 24","ArizonaState",NA,"NHWhite",-0.265797010273415,-0.717650991663877,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,1,2,NA,2,2,1,3
"346",2.92594379465088,1.91918388410321,4.91178019125726,4.53403901514667,4.93226413013202,4.84190274783259,2,4.34863776203718,4.240941302401,4.07412243131062,50.28,90.7,4.08,55.07,29.86,59.44,12,0.3,1,3,7,3,4,3,3,4,2.15724686894376,1,1,24.3952464614988,0,"R_3Rz1bJNRUEbtsk2","18 to 24","ArizonaState",NA,"NHWhite",0.0651841214210441,-0.0381735177492431,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,3,3,1,5,1,2,1,2,3
"347",2.40270604847751,1.9132042758026,4.91178019125726,4.53720065312982,4.93226413013202,4.84190274783259,3,5,4,5,63.0038919389516,62.1704749387791,27.3389830205979,68.2732398391929,54.8993196357343,67.6431329394443,8.2,0,1,6,7,3,4,3,4,3,2.82402769315466,0,1,19.3682921801105,0,"R_2dYKud8yVvcpK5i","18 to 24","ArizonaState",NA,"NHWhite",0.325654396351488,0.201102817498125,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,3,2,3,2,5,2,2,1,2,3
"348",3,1,5,5,5,5,5,5,5,5,9.58,20,0,71.41,19.15,30.99,7.48038284866589,1.51855139911045,0.943206211789569,3,3,3,2,1,1,1,2.13157422150787,0.221625559212576,0,22.3777750796242,0,"R_2SeRQKTuhysS6lP","18 to 24","ArizonaState",NA,"NHWhite",0.519421522595107,-1.01495817319731,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",1,1,1,1,1,1,2,2,2,1,2
"349",3,2,5,3,4,4,3.28483772465441,5,7,6,61.89,63.32,69.05,54.15,42.69,93.7,3.1,0.8,0.641889225732879,4,6,3,5,3,4,5,2.2200854660717,0.2413690391933,1,17.754267831768,0,"R_2zRY28uC395acYF","18 to 24","ArizonaState",NA,"NHWhite",1.09778033396315,0.202211623066524,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,3,3,3,1,5,NA,1,1,1,2
"350",2.00895791506428,1.88294666976218,4.91722355208411,4.33743066792671,4.8810533607184,4.62582330039754,4,2,2,2,50.14,38.87,18.31,60.99,29.58,62.82,5.8,1.9,0.8,5,5,2,3,3,3,3,2.88983884923882,0,0,22.0469303395354,0,"R_3scchVU23RvBhYV","18 to 24","ArizonaState",NA,"NHBlack",-1.23529380439432,-0.340203021685429,"1","Med",0,"NHBlack","0","0","18 to 24","1","0",2,2,2,2,2,2,2,2,2,1,2
"351",3,3,5,4,4,4,4,5.1087289889779,4.36559296946421,5.04011986038236,73.64,78.8,89.4,83.95,69.63,89.68,7.49906210098466,1.19814919991174,0.854060496521434,2,4,3,3,3,3,3,2.04956377527185,0,0,21.3389323426137,0,"R_3MPUKzmhhym2b75","18 to 24","ArizonaState",NA,NA,0.425930026135572,0.791971366286166,"3","High",1,NA,NA,NA,"18 to 24","1","0",2,2,2,2,1,1,2,2,2,1,2
"352",4,2,5,2,5,3,5,3,5,5,0.14,81.27,17.04,73.1,70.85,59.86,7.7,2.9,2,5,5,3,3,1,3,3,2.15126879080079,0.302805625366376,0,20.9205219045233,0,"R_2eOKsSvm2ZOCQCF","18 to 24","ArizonaState",NA,"NHWhite",0.118794674851013,-0.0279460612361479,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",1,2,2,2,2,2,2,2,3,1,3
"353",4,1,5,2,4,2,5,3,4,3,46.4514129175221,62.1704749387791,26.5370054098313,63.511621010098,52.5057394110253,61.0069213500553,9.2,2.7,1.3,5,5,3,3,1,2,3,2.26774529043797,0,0,20.9205219045233,0,"R_O0Xy3Qh9JJRYn29","18 to 24","ArizonaState",NA,"NHWhite",-0.456621569154224,-0.0241849070664903,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",1,1,2,2,2,2,2,2,3,2,3
"354",3,4,4,4,4,4,5,4.03926266066594,4.240941302401,4.07412243131062,45.49,64.79,64.79,57.04,57.75,56.34,5.7,5.5,5.8,2,6,2,3,3,4,2,2.09999260426577,0.242066003245239,0,22.8071693167608,0,"R_2qjUEpgpYvQQqBl","18 to 24","ArizonaState",NA,"NHAsian",0.00321213560461121,-0.0566488581261189,"1","Med",0,"NHAsian","0","2","18 to 24","1","0",2,3,1,2,1,5,2,2,3,1,3
"355",4,2,5,4,5,4,3.16464591666716,5,5,5,82.11,81.13,0.56,80.85,62.82,77.32,7,1,1,3,3,3,3,1,1,2,2.05895535593533,1,1,22.4591488071865,0,"R_3P6JWAkpbUeY0bA","18 to 24","ArizonaState",NA,"NHWhite",0.519421522595107,0.702638340353829,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,1,1,2,1,1,NA,2,2,1,3
"357",1,3,1,5,5,5,3.66451656083464,3,2,5,28.87,70.14,0,71.97,29.44,8.45,12,0,1,5,5,3,3,3,3,3,2.70279701096548,0,1,20.4260770826229,0,"R_2ayriGCs2vo1Nm7","18 to 24","ArizonaState",NA,NA,-0.462506703879844,-0.606378049959053,"1","Med",0,NA,NA,NA,"18 to 24","1","0",2,2,2,2,2,2,NA,2,1,2,3
"358",3,1,5,4,5,4,3.4739400338175,3.91804299559119,4.240941302401,4.10188885030073,19.01,60.99,39.15,60.14,91.41,71.13,5,2,2,2,1,4,2,1,1,1,2.00920064319565,0,0,21.8094875373424,0,"R_ZaG8FJEAyVvUC5j","18 to 24","ArizonaState",NA,"Hisp",-0.0157712758916479,0.110440694913422,"1","Med",0,"Hisp","0","0","18 to 24","1","0",1,1,1,1,1,1,NA,2,3,1,3
"359",3,1,5,4,5,5,5,4.09515358003257,4.240941302401,4.10188885030073,21.83,56.06,31.83,56.2,80.56,74.65,5.2,1.6,1.4,2,1,4,2,1,1,1,2.08917339523924,0,0,21.8094875373424,0,"R_3stTR6PeHf2VKy3","18 to 24","ArizonaState",NA,"Hisp",0.0197063516817832,0.0119375880367368,"1","Med",0,"Hisp","0","0","18 to 24","1","0",1,1,1,1,1,1,2,2,2,1,3
"360",5,3,5,5,5,5,2.58558611889647,5,6,6,64.5855375529867,62.1704749387791,28.2465867825503,72.2158718898062,64.3553949748678,71.4459990522921,9,0.2,0.2,4,5,2,3,3,3,3,1.74011740150136,0,0,27.4085711904995,0,"R_2rucDGAGxTYPdkL","18 to 24","ArizonaState",NA,"NHAsian",0.904013207719535,0.342004156548192,"3","High",1,"NHAsian","0","2","18 to 24","1","0",2,2,2,2,1,2,NA,3,1,2,1
"361",5,5,5,5,5,4,2.94087421880175,5,6,6,72.39,67.89,0.28,80.85,6.34,91.27,8,1.25470909331604,0.9,2,1,3,2,3,3,3,1.73780975297388,0,1,18.7944488163425,0,"R_2fE6fzdgSFsw9i2","18 to 24","ArizonaState",NA,"Hisp",0.904013207719535,0.218123953677798,"3","High",1,"Hisp","0","0","18 to 24","1","0",2,2,2,1,1,1,NA,2,2,2,2
"362",2.69095890383759,1.88294666976218,4.91178019125726,4.51402715802499,4.93226413013202,4.84190274783259,3.61531379188289,3,3,3,39.3,80.99,50.7,38.17,0,37.61,8.1,0,1.5,2,3,2,4,3,3,3,2.07638003973617,0,0,25.0672004440275,0,"R_2OYAifmA39uGRp4","18 to 24","ArizonaState",NA,"Hisp",-0.650388695397843,-0.703704310355437,"1","Med",0,"Hisp","0","0","18 to 24","1","0",2,2,2,3,1,1,NA,3,1,2,3
"364",5,2,5,4,5,5,2.76867036070093,5.26763094714182,4.36559296946421,4.90026770984473,69.58,79.44,92.96,92.54,82.54,80,12,0.1,5.9,2,1,5,5,2,3,5,1.66409324618681,0,0,26.451495440601,1,"R_UMj37qq9eJfVH9f","18 to 24","ArizonaState",NA,"NHAsian",0.431072996500484,0.854122290591169,"3","High",1,"NHAsian","0","2","18 to 24","1","0",1,2,3,3,1,1,NA,3,1,2,3
"366",2.64973570296363,1.83477241090463,4.69307642299836,4.40896699476354,4.84547491380873,4.61466191137883,3.79890551685214,3,5,3,15.07,25.07,4.37,34.08,17.46,9.72,10.2,3.5,1.4,6,6,3,4,3,3,3,2.25402657457799,1,1,23.4930610204281,0,"R_TplIdcTiNBPbvXP","18 to 24","ArizonaState",NA,"NHWhite",-0.262854442910605,-1.38997267084255,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,2,5,NA,2,3,2,3
"367",3.34599271435545,1.88294666976218,4.91722355208411,4.37348498785262,4.8810533607184,4.62966413078652,4,6,5,6,27.61,89.86,12.82,77.46,88.31,74.23,7.39744017065914,1.32536427327957,1.08087392517809,5,5,3,5,4,4,3,2.14164696794001,0,1,22.4649268233448,0,"R_3oNNmHmCdkdxWPq","18 to 24","ArizonaState",NA,"NHWhite",0.910559505347963,0.507667402658858,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,2,3,2,2,2,2,2,1,3
"368",3,3,5,5,5,4,4,6,5,7,75.4878800227131,63.2455108731327,32.9084569756055,75.0771582564775,73.6041527268235,85.0335466502484,7.67385673526379,1.21983703059957,0.854060496521434,3,2,5,2,5,4,3,1.98203643807542,0,0,25.6950235387553,1,"R_3s1i3cVFzNFIVGp","18 to 24","ArizonaState",NA,"NHWhite",1.10138406422877,0.623688990099641,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,2,1,1,1,2,3,2,1,2
"369",2.61278456214916,1.9132042758026,4.91722355208411,4.57643337067842,4.93226413013202,4.84892189963593,3.41781570720453,5,3,5,66.76,44.79,6.34,37.89,38.87,48.03,8.3,0.9,1,6,2,3,3,1,2,3,2.13157422150787,0,1,22.4649268233448,0,"R_BxfTfIOBuK4Ax6p","18 to 24","ArizonaState",NA,"NHWhite",0.131887270107869,-0.389988143774645,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",1,1,2,2,2,1,NA,2,1,2,3
"370",3,4,5,4,5,4,4,5.01125643276856,4.36559296946421,5.19034233797227,60.7,100,80.99,100,80.99,91.83,6,4,4,4,2,3,4,4,4,3,1.96959102322826,0.43914658608561,1,19.1974313795298,0,"R_1MKu6ltRSAp9h81","18 to 24","ArizonaState",NA,"NHWhite",0.435071102687796,1.06864632961156,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,2,3,1,1,2,2,3,1,3
"371",4,4,5,5,5,5,4,6,4,4,64.51,62.1704749387791,28.9382763329728,71.0470787054049,52.96,74.65,8.91033172657182,0.669347886723558,0.508897737141918,3,6,3,3,2,3,3,1.86780994754073,0.20003270531817,0,25.5617194059873,0,"R_2rNSvMRot0Brhqx","18 to 24","ArizonaState",NA,"Hisp",0.335143261342726,0.271365633852076,"3","High",1,"Hisp","0","0","18 to 24","1","0",1,2,2,2,1,5,2,3,1,2,2
"372",4.36212223671095,2.1359331937146,4.91722355208411,4.59644522780011,4.93226413013202,4.84190274783259,3.43504778522093,4,2,4,60.85,63.52,0,77.61,56.06,62.54,9.1,1,1,5,5,3,3,3,3,3,2.00138800492583,0,1,18.1071362142724,0,"R_1QrOmDqxbmaxC8Y","18 to 24","ArizonaState",NA,"NHAsian",-0.453017838888606,0.234194043634019,"1","Med",0,"NHAsian","0","2","18 to 24","1","0",2,2,2,2,2,2,NA,2,2,2,3
"373",4,4,5,4,4,4,2,4.58181689419729,4.36559296946421,4.90026770984473,66.34,34.93,18.87,34.23,18.87,60.42,11.5,0.5,1,1,2,3,2,2,1,1,1.95509854967949,0.247907806043392,1,23.7770475540951,0,"R_BVsK1eeZdDQjbYR","18 to 24","ArizonaState",NA,"Hisp",0.293695235415598,-0.546749820767047,"1","Med",0,"Hisp","0","0","18 to 24","1","0",1,1,1,1,1,1,1,2,1,2,3
"374",4.36212223671095,2.73481376390473,4.87890241123772,4.46967221870757,4.8810533607184,4.58007931161358,3.43962983914141,5,5,5,60,82.82,39.15,54.79,62.11,59.58,5.5,1.5,0.89701478212846,5,3,3,1,1,1,1,2.03539512908065,0,1,25.0592650884567,0,"R_2uPxy7QnBjQvcHu","18 to 24","ArizonaState",NA,"NHWhite",0.519421522595107,0.21878357366976,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,1,1,1,2,1,NA,3,2,1,2
"375",2.00895791506428,1.99139366199962,4.91178019125726,4.47839844409444,4.8810533607184,4.62582330039754,4,2,2,2,60.7,38.59,60.14,70.56,60.14,69.3,7,0,0,6,6,3,4,3,4,3,2.81301296161754,0,1,22.7099589864138,0,"R_2UWaU7pBSVctUTr","18 to 24","ArizonaState",NA,"NHWhite",-1.23529380439432,0.0855141396181121,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,3,2,3,2,5,2,2,1,1,1
"376",3,2,5,4,5,4,3.47397951857053,7,7,7,82.2911409700124,66.606004030593,39.1551250193894,77.5966137063841,75.0004543568282,86.1561668999852,5.5,2.1,1,4,3,4,5,4,4,5,1.98203643807542,1,1,24.2103652251382,0,"R_1OozkJQwHIyjISm","18 to 24","ArizonaState",NA,"NHWhite",1.68923174058806,0.735271798300447,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,1,1,NA,2,3,1,3
"377",5,3,5,5,5,4,3,5,3,5,89.68,48.42,28.65,67.91,19.2,70.2,8,0,0,6,6,3,4,4,4,4,1.74011740150136,0.239707404219647,1,22.8071693167608,0,"R_1QsGexv8PBSHUbO","18 to 24","ArizonaState",NA,"NHWhite",0.131887270107869,0.0473501251089053,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,5,2,2,1,2,1
"378",3,1,5,4,5,5,3,4.45563111101996,4.240941302401,4.07412243131062,48.3324624829437,62.1704749387791,26.7404461003582,64.7785069482503,52.5057394110253,65.3042873806471,2,2,2.5,5,5,3,3,3,3,3,2.3129225376835,0,1,18.8812477234329,0,"R_2rPiiCXTP0KeuLg","18 to 24","ArizonaState",NA,"NHAsian",0.0866163254873226,0.0316608002149133,"1","Med",0,"NHAsian","0","2","18 to 24","1","0",2,2,2,2,2,2,2,2,3,1,3
"379",3.38586441973307,1.9132042758026,4.90700159260649,4.45090315432441,4.86636661664486,4.68526296346197,3,4.87032140005356,4.36559296946421,4.95509045385946,70.82,100,40.39,71.52,49.97,71.1,2,2,2,5,5,3,3,3,3,3,2.08913173304712,0,1,18.8812477234329,0,"R_2YEYqpAYVuCx2yQ","18 to 24","ArizonaState",NA,"NHAsian",0.361948086729427,0.540730894770858,"3","High",1,"NHAsian","0","2","18 to 24","1","0",2,2,2,2,2,2,2,2,3,1,3
"380",3,2,5,4,5,5,3,5,5,5,63.4490989459256,62.1704749387791,28.9587798598972,68.2732398391929,56.903200941281,69.1017199071892,8.4,1.1,0.6,5,3,4,4,4,4,4,2.13157422150787,0,1,22.3142018549662,0,"R_pcNcFQTSCXe6gyB","18 to 24","ArizonaState",NA,NA,0.519421522595107,0.230521899660334,"3","High",1,NA,NA,NA,"18 to 24","1","0",3,3,3,3,2,1,2,2,2,2,2
"381",4,3,5,5,5,4,3,5,5,7,63.66,66.34,32.82,70.14,72.54,77.75,8.10214795561332,0.749996589467508,0.543928027880672,5,6,3,5,4,2,3,1.94280064748536,1,1,19.3874387748775,0,"R_Qcwbo1G6K8hET17","18 to 24","ArizonaState",NA,"NHWhite",0.901070640356725,0.458878412017631,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,1,2,3,2,5,2,2,1,2,2
"382",5,3,5,4,5,5,5,3.8365613931743,4.240941302401,4.01929968729588,80.7,68.03,62.39,59.15,39.01,48.45,4,4,2,6,6,3,5,5,5,5,2.10268963923014,1,1,23.627607851729,0,"R_1Kqefg2HWGbJ8th","18 to 24","ArizonaState",NA,"NHWhite",-0.0478531752530899,0.0397017071892552,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,5,2,2,3,1,3
"383",3,3,5,4,5,4,4,5,4,5,61.8674533318905,61.1306441004557,25.6303811298292,66.2744799513948,54.8993196357343,67.6431329394443,8,6,1,6,6,2,4,3,4,2,2.09422034053748,0.233568013427143,0,24.9980091071293,0,"R_2ZQW8R7PfwL9iXV","18 to 24","ArizonaState",NA,"NHWhite",0.325654396351488,0.17052446274264,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,3,1,3,2,5,2,2,3,2,3
"384",2,2,4,3,3,4,2,3,7,7,49.2016886744668,61.1306441004557,28.6206427690013,63.511621010098,62.2629880909771,68.4924268340111,7.27177091959546,1.39646870759864,0.977603583338902,6,1,3,4,3,4,2,2.81301296161754,0,1,21.1437549183853,0,"R_sZl2FEPj03fHBh7","18 to 24","ArizonaState",NA,"NHWhite",0.887978045099868,0.118856423531318,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,3,1,3,2,1,1,2,2,1,2
"385",2,5,5,1,1,1,3.58936310631184,4,3,4,70.85,29.72,10.7,100,60.28,39.58,8.07728468992107,1.5340097229565,0.931412153677793,2,1,3,2,2,3,3,2.90320609804954,0,0,22.8071693167608,0,"R_2ARqtFVI0azr4Gl","18 to 24","ArizonaState",NA,"Hisp",-0.259250712644987,0.0909739675955701,"1","Med",0,"Hisp","0","0","18 to 24","1","0",1,2,2,1,1,1,NA,2,2,2,2
"386",4,5,5,3,5,5,4,5,6,5,63.4490989459256,62.1704749387791,26.1847182528739,68.2732398391929,56.903200941281,69.1017199071892,5,5,0,6,5,4,3,3,3,3,2.03539512908065,0.179985957894407,0,25.0902326650332,0,"R_3lt2jVBgl5siNcm","18 to 24","ArizonaState",NA,"NHWhite",0.713188648838726,0.230521899660334,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,2,2,2,3,3,1,1
"387",4,2,5,5,5,5,3.37106570936869,2,5,6,26.13,86.77,2.9,100,90,80.97,4.8,2,2.5,5,5,3,3,3,3,3,1.86184194412229,0.322521063844574,1,22.5963408767956,0,"R_3nVFXkop2E30j8K","18 to 24","ArizonaState",NA,"NHWhite",0.109305809859774,0.70607357280913,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,2,2,NA,2,3,1,3
"388",3,2,5,4,5,4,3,1,2,2,60.28,71.55,9.15,62.39,19.3,40.56,8,2,2.5,6,6,3,4,3,3,3,2.43144919506352,0.400193849976234,1,24.1289954769259,0,"R_2uwBhd51Tma7lDS","18 to 24","ArizonaState",NA,"NHWhite",-1.43560722826637,-0.269342973122011,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,2,5,2,2,3,2,3
"389",2.77673563689875,1.88294666976218,4.91722355208411,4.5435490195963,4.93226413013202,4.84190274783259,4,5,6,6,64.5855375529867,66.76,38.68,72.2158718898062,64.3553949748678,71.4459990522921,7.57223480493826,1.3536325659625,0.977603583338902,4,3,4,3,3,3,3,2.10429775696522,0,1,19.005974430634,0,"R_3FXwdaoVPW6Esc9","18 to 24","ArizonaState",NA,"NHWhite",0.904013207719535,0.374635772140797,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,1,1,2,2,2,1,2
"390",1,1,5,5,5,5,3.51595415866335,5.37979874966877,4.36559296946421,4.95509045385946,92.26,89.03,0,100,89.03,78.06,5,2,2,5,5,3,3,2,3,3,2.53703936207844,0,1,23.4033530509669,0,"R_2w7c4syiUp1uDRf","18 to 24","ArizonaState",NA,"NHWhite",0.464003239016107,1.17832842228955,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,2,2,2,2,2,NA,2,3,1,3
"391",2.60304044553887,1.88294666976218,4.91722355208411,4.51402715802499,4.93226413013202,4.84190274783259,4,2,3,2,39.01,62.11,19.01,60.7,39.3,39.72,8.1,2.5,1.9,5,5,3,4,3,3,4,2.3129225376835,0.170621617204243,1,19.5775508503568,0,"R_232WjVw9KwRma4c","18 to 24","ArizonaState",NA,"NHWhite",-1.0415266781507,-0.361100780961159,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,3,3,2,2,2,2,3,2,3
"392",2.82375378828863,1.9132042758026,4.92630299722913,4.4615185341137,4.8810533607184,4.67955926345324,3,6,6,6,60.14,90.56,30.14,99.3,90.85,89.3,7.84995796333667,1.3536325659625,1.08087392517809,5,5,3,3,3,4,3,2.14164696794001,0,0,20.6741568702629,0,"R_1NCSCty5hnIR4pp","18 to 24","ArizonaState",NA,NA,1.10432663159158,1.04719004096934,"3","High",1,NA,NA,NA,"18 to 24","1","0",2,3,2,2,2,2,2,2,2,1,3
"393",4,3,5,5,5,5,3,6,5,7,60.56,71.13,19.58,82.25,50,71.41,10.2,5,1.3,5,5,3,3,1,3,3,1.96177838495844,0.271625116261144,1,21.1437549183853,0,"R_27P6Jmbol9DbUqK","18 to 24","ArizonaState",NA,NA,1.10138406422877,0.342375904621031,"3","High",1,NA,NA,NA,"18 to 24","1","0",1,2,2,2,2,2,2,2,3,2,3
"394",3.34661857507967,1.9132042758026,4.90700159260649,4.45090315432441,4.86636661664486,4.66717271611559,3,3.41804925625295,2.81822087133444,3.56919572909117,71.13,60.85,18.73,39.72,50.99,39.3,2,6,1,5,6,5,4,3,2,2,2.2486965818231,1,1,26.6053945193828,1,"R_1gFox6Q3C8hFLlh","18 to 24","ArizonaState",NA,"Hisp",-0.493254112982584,-0.205223941695558,"1","Med",0,"Hisp","0","0","18 to 24","1","0",2,1,1,3,2,5,2,3,3,1,3
"395",2,2,3,3,3,4,4,3,4,3,29.86,44.37,70.42,61.27,64.79,54.65,7.10431593715904,1.41815653828647,0.977603583338902,6,3,5,4,1,4,4,2.82674890314973,0,0,19.9357941248964,1,"R_1o6g2FhYvjjaljy","18 to 24","ArizonaState",NA,"NHAsian",-0.456621569154224,-0.245062467649215,"1","Med",0,"NHAsian","0","2","18 to 24","1","0",1,3,3,3,2,1,2,2,2,1,2
"396",1,2,5,4,5,5,2,3.25870284189856,2.90424179485536,3.56919572909117,13.86,8.5,9.61,52.91,51.97,76.69,12,4.3,3.6,3,3,3,2,1,3,3,2.83549002583772,1,0.722498791871298,19.1074100061313,0,"R_a4YiVEH9MXVzv5D","18 to 24","ArizonaState",NA,"NHWhite",-0.508505311676173,-0.608769112242299,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",1,2,2,1,1,1,1,2,3,2,3
"397",5,1,5,5,5,5,3,3,5,5,49.0306424458712,62.1704749387791,23.2873171527153,63.511621010098,56.0151917971875,65.0622604503308,8.1,0,0,6,5,3,3,3,2,4,1.77972702146875,1,0,31.1932622322035,0,"R_CeLlGH8JJTBJt97","18 to 24","ArizonaState",NA,"NHWhite",0.118794674851013,0.0519462341751428,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,1,3,2,2,2,2,4,1,2,1
"398",5,2,5,5,5,5,3,5.18413698754318,4.36559296946421,4.90026770984473,79.72,26.76,18.59,83.1,30,81.13,8.1,0.882544232774163,0.543928027880672,6,5,3,3,3,2,4,1.6961502911596,0.250559858900379,0,31.1932622322035,0,"R_29tv2vpSsaHRak4","18 to 24","ArizonaState",NA,"NHWhite",0.414348035580645,0.0972334992447692,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,1,3,2,2,2,2,4,1,2,2
