"","Limit_Outdoor_Active","Limit_Exercise_Home","Limit_Exercise_Gym","Limit_People","Limit_Groups","Limit_Travel","Health_General","COVID_Worry","COVID_Too_Much_Time","COVID_Lot_Time","COVID_Afraid","COVID_Irritable","COVID_Guilty","COVID_Sad","COVID_Preoccupied","COVID_Stressed","Hrs_Screen","Hrs_Outdoor","Hrs_Exercise","Educ_Mom","Educ_Dad","Educ_Self","Income_Relative","Class_Self","Class_Mom","Class_Dad","Park_Use","Infected_Any","Female","BMI","Educ_College_Grad","ResponseId","Age","Source","GIS_ZIP","Ethnoracial_Group","COVID_F2_LostTime","COVID_F1_BadMoods","Type","Classification","Classification_High","Ethnoracial_Group_f","NHWhite_f","Ethnoracial_Group_White1_Asian2","Age_3Groups","Age_18to25","Source_NCSU","Class_Self_group","Class_Mom_group","Class_Dad_group","Income_Relative_group","Educ_Mom_group","Educ_Dad_group","Health_General_group","BMI_group","Hrs_Outdoor_group","Hrs_Screen_group","Hrs_Exercise_group"
"272",2.00895791506428,1.83477241090463,4.91722355208411,4.30833441235077,4.8810533607184,4.58913112352679,4,3,4,5,28.45,70.56,0,59.72,49.72,28.59,5,2,1,6,6,5,5,4,3,4,2.945987898513,0.261834370722376,0,22.2399379492637,1,"R_50FgPDZXc3qL94d","18 to 24","Clemson",NA,"NHWhite",-0.0749724513926064,-0.391946677335847,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,2,3,3,2,5,2,2,3,1,3
"273",3,1,5,4,5,5,3.29345189936491,4.53883812009961,4.36559296946421,5.04011986038236,64.08,92.82,0,100,26.06,90.28,10.1,1,0,2,3,3,4,2,3,3,2.15517670597992,1,0,18.987203097863,0,"R_Wv7hgWMpcwJxuMh","18 to 24","Clemson",NA,"NHWhite",0.311773234957146,0.617388705976598,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,2,2,3,1,1,NA,2,2,2,1
"275",4,5,1,4,5,5,2.95897038327526,1,1,1,0,0,0,0,0,9.15,7,3,1,5,2,4,3,3,3,3,2.20576258574518,0.235649892022219,0,31.6638321398242,0,"R_395qbcYVZ9WC2CB","18 to 24","Clemson",NA,"NHWhite",-1.82019891339079,-2.06760140974381,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,2,1,NA,4,3,1,3
"276",4,1,5,4,5,5,5,5,6,5,63.4490989459256,62.1704749387791,27.6706892217241,68.2732398391929,56.903200941281,69.1017199071892,7.80030975412633,1.3086810639044,0.977603583338902,5,5,3,4,4,4,4,2.10292246627709,1,0,21.6178726346741,0,"R_0wXXcrHzaj27Ayt","18 to 24","Clemson",NA,"NHWhite",0.713188648838726,0.230521899660334,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,2,2,2,2,1,2
"277",4,3,4,3,4,4,3,1,1,1,17.3747978870717,34.1506107634899,11.0916059749191,31.0143549181272,40.7279392405683,35.6794816698958,6.5,1,0.597943039946026,2,4,3,3,3,3,3,2.09856497590272,0.151998106241388,0,23.7099248251264,0,"R_33d1ueJk3yAHrzi","18 to 24","Clemson",NA,"NHWhite",-1.82019891339079,-0.959101090273024,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,1,1,2,2,2,1,2
"278",2.99979818171957,1.83477241090463,4.91722355208411,4.5435490195963,4.93226413013202,4.74300616071429,3.53911811132106,4,5,4,61.69,100,0,50,50.99,77.18,5.5,3,1,5,6,3,5,5,5,5,2.44387627070808,0,0,22.4982081964164,0,"R_12g7F40NL9A8bEy","18 to 24","Clemson",NA,"NHWhite",0.128283539842251,0.367743589404743,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,5,NA,2,3,1,3
"279",2,2,5,4,5,3,3,2.81540918490925,2.81822087133444,3.56919572909117,0,100,0,19.86,19.44,81.41,7.6924100913003,1.36820041491572,0.977603583338902,6,6,3,3,3,3,3,2.90462800586533,0,0,19.005974430634,0,"R_PGygi7uD2QOqCxb","18 to 24","Clemson",NA,"NHWhite",-0.613971009035934,-0.514263897467566,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,2,5,2,2,2,1,2
"280",3,1,5,4,5,5,2,3,3,5,46.4514129175221,61.1306441004557,26.7404461003582,63.511621010098,52.8601119423781,64.0673108237395,7.39947046546902,1.54681969179338,0.977603583338902,5,2,3,4,4,4,4,2.17118384147526,0,1,23.9139117734018,0,"R_3fkILGQLo7n4nBL","18 to 24","Clemson",NA,"NHWhite",-0.268739577636225,-0.00567649096303914,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,1,1,2,2,1,2
"281",2,2,1,3,5,5,4,3,6,5,64.93,66.9,16.48,84.08,31.27,85.35,7.49906210098466,1.38988824560355,0.977603583338902,3,3,5,4,4,4,3,2.6891806262882,0.229485221127039,0,22.4982081964164,1,"R_2BeT8nUJtHcWYF1","18 to 24","Clemson",NA,"NHWhite",0.312561801094631,0.322900858693511,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,2,3,1,1,2,2,2,1,2
"282",3,5,5,1,1,1,2.75009835611709,1,2,3,4.79,20.56,71.69,40.14,13.24,37.75,12,0.6,1.5,1,7,3,5,4,1,5,2.18507066595298,0,1,30.8223751746067,0,"R_1OqSLRYHhQVwda9","33 to 44","Clemson",NA,"NHWhite",-1.24478266938556,-1.27146275381004,"2","Low",0,"NHWhite","1","1","Over 32","0","0",3,1,3,3,1,5,NA,4,1,2,3
"283",3,1,5,5,5,4,2,6,6,7,61.41,63.52,61.97,58.73,60.56,64.79,7.49784333165236,1.54681969179338,0.977603583338902,4,5,3,4,3,3,3,2.16910448509072,0.220930555343282,1,22.0469303395354,0,"R_3qTALMkS2XohRPP","18 to 24","Clemson",NA,"NHWhite",1.29515119047239,0.149062431547176,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,1,2,1,2,2,1,2
"284",3,5,5,5,5,4,2,3,3,3,49.0306424458712,61.1306441004557,24.7702714703204,63.511621010098,51.3545408617627,63.603673482586,8.43484935871179,1.23393685537005,0.827318183151845,5,5,3,3,2,3,3,2.39004005431322,0,0,38.6525205920782,0,"R_2s0B2X53eKJxo0y","18 to 24","Clemson",NA,"NHWhite",-0.650388695397843,-0.00158484336304309,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",1,2,2,2,2,2,1,4,2,2,2
"286",3.98932978807571,3.01612194827089,4.86014773884816,4.59644522780011,4.93226413013202,4.84892189963593,2,3,5,4,69.91,37.25,67.05,73.93,66.76,79.08,8.34937499963848,0.749996589467508,0.543928027880672,4,2,5,2,3,3,3,1.94363167900506,1,1,27.3972066353163,1,"R_pN7pJDaNpIY5dL3","18 to 24","ArizonaState",NA,"NHWhite",-0.0720298840297964,0.292693322220543,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,1,1,1,1,3,1,2,2
"287",3,3,5,4,5,5,1,6,4,3,61.6,100,76.5,98.85,40.97,92.55,5.5,3.7,4.4,3,5,3,4,4,4,4,2.08913173304712,0.487109684713722,1,18.4590686341633,0,"R_1mRFLcKAPA9CxT3","18 to 24","ArizonaState",NA,"NHWhite",0.144318702461917,0.771097902069081,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,1,2,1,2,3,1,3
"288",4.21923831522071,3.24025732431791,4.87345905041086,4.5435490195963,4.93226413013202,4.84892189963593,2,6,6,5,75.4878800227131,63.2455108731327,40.5492917711284,73.9083650720762,61.2003150050767,81.18531765322,4.9,0.3,0.2,5,7,3,4,4,3,4,1.99753462917872,1,1,20.8008581697637,0,"R_3Iczyd4gmK3wAJA","18 to 24","ArizonaState",NA,"NHWhite",0.913502072710773,0.492475214305233,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,2,3,3,2,5,1,2,1,1,1
"289",5,3,5,5,5,5,4,4.26979543723133,4.240941302401,4.01929968729588,64.52,27.74,0.65,70.65,66.13,59.03,8.60369268626696,0.599747598385658,0.543928027880672,5,6,2,3,3,3,3,1.73575991112699,0,1,23.0283460444248,0,"R_3MsM8kVrOidN5IN","18 to 24","ArizonaState",NA,"NHAsian",0.0389294194499061,0.0041794905087867,"1","Med",0,"NHAsian","0","2","18 to 24","1","0",2,2,2,2,2,5,2,2,1,2,2
"290",2,1,4,3,3,5,5,2.13084441397564,2.2520879893856,2.500334576314,22.64,64.47,9.74,59.03,34.67,27.22,7,3.6,2,5,7,3,4,4,3,5,2.8216216767514,0.152651773946646,0,23.7523312884464,0,"R_2R3NIt1XPQz43bJ","18 to 24","ArizonaState",NA,"NHWhite",-1.06476142175461,-0.606659449381406,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,2,3,3,2,5,2,2,3,1,3
"291",4.13685767799932,2.55318437271521,4.34886747711154,4.5047261729551,4.93226413013202,4.84190274783259,2,5,5,6,63.04,77.65,16.91,67.91,73.93,100,12,0,2,3,2,3,3,3,4,3,1.86005494869591,1,1,25.8243895734807,0,"R_3KJyZA7jMpBZMxR","18 to 24","ArizonaState",NA,"NHWhite",0.710246081475916,0.697570130079742,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,3,2,2,1,1,1,3,1,2,3
"292",3,1,3,2,5,2,3.73375415475319,3,6,1,70.97,73.55,48.06,60,49.03,70,5,4,4,6,6,3,5,5,4,5,2.1797223339955,0.344987514889606,1,23.627607851729,0,"R_3pbDiSHep18i1kW","18 to 24","ArizonaState",NA,"NHWhite",-0.450736434428604,0.252814269226332,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,5,NA,2,3,1,3
"293",5,2,5,5,5,5,2,4,2,3,70.49,66.48,24.64,61.03,67.05,78.22,12,0,1,5,5,3,3,4,3,3,1.77972702146875,0.166905382498396,1,18.2900365800732,0,"R_OJ1E5YKsJeonwUp","18 to 24","ArizonaState",NA,"NHAsian",-0.643842397769415,0.404649591264347,"1","Med",0,"NHAsian","0","2","18 to 24","1","0",3,2,2,2,2,2,1,2,1,2,3
"294",4,5,5,4,5,5,3.21598266505542,2,2,2,27.5208699202812,54.8408738769236,15.1059750125431,56.170262899308,47.4015367013364,53.310892809437,8.1,0.6,0.5,6,7,3,3,3,3,3,1.96062942814325,0,1,26.6250984572975,0,"R_2WI3hesJDUwv7UX","18 to 24","ArizonaState",NA,"NHWhite",-1.23529380439432,-0.366641539666126,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,2,5,NA,3,1,2,1
"295",2.12044563677014,1.83477241090463,4.68006807782878,4.00711339287605,4.84547491380873,4.59924025599102,4,2,4,4,0,0,0,38.4,1.72,9.17,8.9,6.8,6.1,5,5,2,4,4,4,5,2.8216216767514,0,1,26.4524753720295,0,"R_vPtXxrNiiMROc49","18 to 24","ArizonaState",NA,"NHWhite",-0.466110434145463,-1.76939451390223,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,2,2,3,3,2,3
"296",2.15824310269934,1.96735814296077,4.91178019125726,4.5043163020477,4.93226413013202,4.84190274783259,2,5,5,6,64.5855375529867,62.1704749387791,34.5499430680523,72.2158718898062,64.3553949748678,71.4459990522921,6.5,0.4,0.6,3,5,3,4,1,4,4,2.61779200391982,1,1,22.8625457250914,0,"R_2VIlhETcCWOCFAm","18 to 24","ArizonaState",NA,"NHWhite",0.710246081475916,0.342004156548192,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,3,3,3,1,2,1,2,1,1,2
"297",3,4,5,4,4,4,2,4,2,6,60.7,88.59,0,62.25,28.31,79.01,8.56818307806125,1.15692447694388,0.81903020578268,5,2,3,3,3,3,3,2.04145915983727,0,0,25.0902326650332,0,"R_6QndBG8ZmOnVxqV","18 to 24","ArizonaState",NA,"NHWhite",-0.0713687211269881,0.213567757397154,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,2,1,1,3,2,2,2
"298",2.69931991365864,1.83477241090463,4.83265588878907,3.9755658233781,4.75327697009062,4.45750011106484,5,1,1,1,0,80.23,0,17.19,9.17,0,7.42333317853835,1.32536427327957,0.977603583338902,7,2,4,4,3,3,3,2.32089019276346,0,1,23.4930610204281,0,"R_29hJncJ2SiIKfSd","18 to 24","ArizonaState",NA,"NHWhite",-1.82019891339079,-1.37001188516169,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,2,1,2,2,2,1,2
"299",1,1,5,3,4,5,3.0724012640816,4.47730318894204,4.240941302401,4.18010058424011,63.94,88.87,1.13,89.01,37.32,79.86,12,1,0.1,6,5,3,4,4,4,4,2.83549002583772,0,0.741418924256974,23.4930610204281,0,"R_Od8ifj2N1fnBeW5","18 to 24","ArizonaState",NA,"NHWhite",0.111180767902089,0.512277540493485,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,2,NA,2,2,2,1
"300",5,5,5,5,5,5,2,5.2877707460554,4.36559296946421,4.90026770984473,78.51,74.21,0,18.62,85.67,63.9,12,0,0,6,3,3,3,1,3,1,1.62911361965147,1,0.433982284473038,32.0781335869357,0,"R_1PTVZxA82A0lylf","18 to 24","ArizonaState",NA,"NHWhite",0.435107268576956,0.234972927276466,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,2,1,2,2,1,1,4,1,2,1
"302",2,2,2,4,4,4,4,2.13084441397564,2.2520879893856,2.500334576314,20.63,88.83,0,9.17,0,8.31,7,3.9,7,7,2,4,4,3,3,3,2.8216216767514,0,1,23.4930610204281,0,"R_1ikeYSXOOuB4ndw","18 to 24","ArizonaState",NA,"NHWhite",-1.06476142175461,-1.22282845570244,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,2,1,2,2,3,1,3
"303",3,2,3,1,3,3,3.39646859495401,6,5,5,75.4878800227131,63.2455108731327,32.5497190350177,73.9083650720762,61.6375407839927,83.9207680330642,6.8,1,3,1,1,3,2,3,3,3,2.02432500492162,0,1,21.4826640764393,0,"R_28O33JUuOQegC1P","18 to 24","ArizonaState",NA,"Hisp",0.719734946467154,0.516533130448535,"3","High",1,"Hisp","0","0","18 to 24","1","0",2,2,2,1,1,1,NA,2,2,1,3
"304",4,5,5,4,5,4,2.82631953449002,6,3,6,72.7781909304172,63.2455108731327,37.0297565484211,75.0771582564775,73.6041527268235,83.9742891178992,8.1,0.9,0,5,5,3,3,1,2,3,2.00652902276944,0,1,23.0282113373499,0,"R_268x5LvZpehOXbW","18 to 24","ArizonaState",NA,NA,0.523025252860725,0.595750097761318,"3","High",1,NA,NA,NA,"18 to 24","1","0",1,1,2,2,2,2,NA,2,1,2,1
"306",4,4,5,4,5,5,3,4.87032140005356,4.36559296946421,4.90026770984473,76.45,66.13,44.52,60.97,64.52,72.26,7.1,1.4,0.5,4,6,2,2,1,1,1,2.01943973583498,0.240103880091509,1,19.3682921801105,0,"R_3oRAPR1IGUWvlAR","18 to 24","ArizonaState",NA,"NHWhite",0.35148656078618,0.381193990232565,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,1,1,1,1,5,2,2,2,1,1
"307",4,2,4,5,5,5,3.38084124630087,5.09891105685076,4.36559296946421,4.90026770984473,75.21,69.01,75.21,79.86,76.06,76.9,4.3,4.5,4.5,5,5,5,3,3,3,3,1.93323610600479,0,0,24.8523747406462,1,"R_2OU59oIlTN36euf","18 to 24","ArizonaState",NA,"NHAsian",0.397276137600965,0.654869623790974,"3","High",1,"NHAsian","0","2","18 to 24","1","0",2,2,2,2,2,2,NA,2,3,1,3
"308",1,2,4,4,3,5,4,5,6,5,62.4914756994636,62.1704749387791,28.3438924611573,66.2744799513948,56.903200941281,69.1017199071892,4.1,2.5,1,6,6,3,5,4,5,5,2.8916390751119,0.168401264274946,1,18.7944488163425,0,"R_6PZHdEUIeD92o81","18 to 24","ArizonaState",NA,"NHWhite",0.713188648838726,0.208649763800671,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,5,2,2,3,1,3
"309",3.07652291555663,2.02165126804003,4.89627225474932,4.5435490195963,4.93226413013202,4.84892189963593,3,6,3,6,81.94,68.06,56.13,72.58,88.06,100,6,0.5,0,2,2,3,3,4,3,3,1.98203643807542,1,1,25.0592650884567,0,"R_yl8RtOuXDNLP0ZP","18 to 24","ArizonaState",NA,"NHWhite",0.523025252860725,0.90914264436042,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,2,2,2,1,1,2,3,1,1,1
"310",3.65190752804447,2.73534215921118,4.87824335162725,4.46967221870757,4.8810533607184,4.64031740685167,3.43962983914141,5,4,5,59.44,60.7,59.58,60.99,60.99,64.23,5.7,1.6,0.9,5,5,5,3,3,3,3,2.10292246627709,0,0,24.1075806029596,1,"R_6Sdm5qQzsyfe2f7","18 to 24","ArizonaState",NA,"NHAsian",0.325654396351488,0.130310434712066,"3","High",1,"NHAsian","0","2","18 to 24","1","0",2,2,2,2,2,2,NA,2,2,1,2
"311",2,2,5,3,4,4,3.53911811132106,3.89402091986366,4.240941302401,4.10188885030073,24.23,100,14.65,50.28,35.63,70.7,10,5,1.5,3,4,3,4,4,4,4,2.90462800586533,1,0,24.3276472712115,0,"R_2CksnBEeX0trI3K","18 to 24","ArizonaState",NA,"Hisp",-0.0205832201291431,-0.0699949962659168,"1","Med",0,"Hisp","0","0","18 to 24","1","0",3,3,3,3,1,1,NA,2,3,2,3
"312",3.89161754539228,2.43734691686331,4.91178019125726,4.43714907055942,4.8810533607184,4.60059303629788,3,3,5,7,46.4514129175221,62.1704749387791,30.922423703726,63.511621010098,62.2629880909771,67.8702432516117,7.6,0.6,1,5,5,3,5,4,2,5,2.1008726244302,1,0.672127087826194,21.9480438960878,0,"R_3O1Yzfi101KEJCK","18 to 24","ArizonaState",NA,NA,0.50044379261263,0.101331151183745,"3","High",1,NA,NA,NA,"18 to 24","1","0",3,1,3,3,2,2,2,2,1,1,3
"313",3,4,5,1,3,2,3.66451656083464,1.77778092218436,2.2520879893856,2.500334576314,0,85.67,0,0,50.43,0,8,1.9,1,7,1,3,5,4,4,4,2.39139388798285,1,0,25.8423671224709,0,"R_3dLCJlvYsNvfCIa","18 to 24","ArizonaState",NA,"NHWhite",-1.13548477863954,-1.14855304204089,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,1,NA,3,2,2,3
"314",2.80843867917572,1.9132042758026,4.69748160637944,3.78795748419792,4.87301431642935,4.60077965001832,3,5,6,5,28.65,72.21,22.92,59.03,52.15,100,3,10,2.5,5,7,3,3,1,1,4,2.16150465542005,0.330058518794646,1,18.8840848756078,0,"R_xnE0X1ZAvljzSut","18 to 24","ArizonaState",NA,"NHWhite",0.713188648838726,0.176582067758655,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,1,3,2,2,5,2,2,3,1,3
"315",4.08679889011023,2.83918775970877,4.87345905041086,4.53808680042396,4.93226413013202,4.84892189963593,3,5.2280832460554,4.36559296946421,4.90026770984473,80.7,52.25,28.73,70.85,70.85,60.56,8,0.4,0.5,5,2,3,5,5,5,5,1.99430391691778,0,1,38.4137794905525,0,"R_1K7H9f9PeBslz9m","18 to 24","ArizonaState",NA,"NHWhite",0.423151061089594,0.34586368995396,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,1,2,4,1,2,1
"316",2.00895791506428,2.23439464695227,4.91722355208411,4.5043163020477,4.93226413013202,4.84892189963593,2,6,6,6,94.27,82.81,53.87,85.96,100,82.23,7,1,0.3,3,1,3,2,1,1,1,2.50586539841523,0,1,25.6060512121024,0,"R_10qJaNiiYS6JK5G","18 to 24","ArizonaState",NA,"Hisp",1.10432663159158,1.15880931333309,"3","High",1,"Hisp","0","0","18 to 24","1","0",1,1,1,1,1,1,1,3,2,1,1
"317",2.09969201358173,1.9132042758026,4.91722355208411,4.5276992741867,4.93226413013202,4.84190274783259,3,4.46428217197506,4.240941302401,4.07412243131062,60.14,60.42,9.72,81.13,19.3,60.14,12,1,0.5,6,7,2,5,4,5,5,2.945987898513,1,0,25.1046262854279,0,"R_Q5qVvo6qxV8Vhq9","18 to 24","ArizonaState",NA,NA,0.0883492491273652,-0.0617051822864165,"1","Med",0,NA,NA,NA,"18 to 24","1","0",3,3,3,3,2,5,2,3,2,2,1
"319",3,5,5,4,5,3,5,1,1,1,0,19.72,8.31,8.31,8.31,8.87,6.1,0.7,0.2,5,6,2,4,3,3,3,2.44926942197608,0.165338984784706,1,23.7770475540951,0,"R_31nOd8knxZjNyWK","18 to 24","ArizonaState",NA,"NHWhite",-1.82019891339079,-1.80529791950436,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,2,5,2,2,1,1,1
"320",2,1,5,2,3,4,5,2,6,5,32.6092696839631,61.5432410809702,21.690449319477,63.511621010098,56.0151917971875,61.576849976215,4,1.5,1.5,2,2,3,2,1,3,3,2.82674890314973,1,0,27.8026902504422,0,"R_21oZ8zbxALLP8X7","25 to 32","ArizonaState",NA,"NHWhite",0.112248377222584,-0.09955430542583,"1","Med",0,"NHWhite","1","1","25 to 32","0","0",1,2,2,1,1,1,2,3,2,1,3
"321",4,1,5,5,5,5,2,4.53883812009961,4.36559296946421,5.12199816726067,61.13,92.25,82.25,92.54,51.69,90.42,7,4,1,5,7,3,4,4,4,4,2.11892382072273,0.582720938831685,1,15.6527422516812,0,"R_9RoXfAFG2RKQ1u9","18 to 24","ArizonaState",NA,"Hisp",0.327397626749107,0.73017192686679,"3","High",1,"Hisp","0","0","18 to 24","1","0",3,3,3,3,2,5,1,1,3,1,3
"322",3,1,5,4,4,4,4,3.06747795796718,2.81822087133444,3.56919572909117,5.49,70.28,8.73,28.73,27.46,60.99,6.1,1.9,0.5,5,5,3,5,4,3,2,2.16846323240433,0.261673585284103,1,24.0306789207328,0,"R_OPSB4ruzPqzUUxz","18 to 24","ArizonaState",NA,"NHWhite",-0.563478250053475,-0.714101849513078,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,2,1,3,2,2,2,2,2,1,1
"323",2,1,5,2,3,3,5,1,5,2,9.01,9.44,9.15,11.41,70.99,12.39,4,1.5,1.5,2,2,3,3,1,3,3,2.82674890314973,0.167230128685049,0,27.8026902504422,0,"R_10JDVJ3DeKboNls","25 to 32","ArizonaState",NA,"NHWhite",-0.854305849535509,-1.29092422698115,"2","Low",0,"NHWhite","1","1","25 to 32","0","0",1,2,2,2,1,1,2,3,2,1,3
"325",4,2,5,5,5,5,4,5,3,5,60.56,71.97,0,70.99,60.99,40.14,12,0,1,2,2,3,2,3,3,3,1.92011892314415,0.195734903012356,0,18.6528511832534,0,"R_XIf4kK2KQyF3YCl","18 to 24","ArizonaState",NA,"NHAsian",0.131887270107869,0.110013106438239,"1","Med",0,"NHAsian","0","2","18 to 24","1","0",2,2,2,1,1,1,2,2,1,2,3
"326",4,5,5,4,5,4,3,4.97017326683897,4.36559296946421,4.90026770984473,70.49,63.61,60.46,79.66,29.23,87.39,10.8,1.8,0.5,4,2,3,5,1,3,2,2.14927947143281,0.237763251897363,1,31.3240813605708,0,"R_2VvVy3KoyqE4kng","18 to 24","ArizonaState",NA,"NHWhite",0.371488230101982,0.307657555231977,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,2,1,3,1,1,2,4,2,2,1
"327",4,4,5,5,5,5,2.51827166631452,6.12600519193562,5.6284234699755,6.17102761750209,100,91.6,70.09,100,100,99.57,10.2,0.6,0,6,5,3,4,4,4,4,1.86054561438422,0,1,22.2399379492637,0,"R_3gRskCBcK6wmNbA","18 to 24","ArizonaState",NA,"NHWhite",1.09020411627771,1.49927703901173,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,2,NA,2,1,2,1
"328",2,2,5,5,5,5,3,2.64087065406651,2.81822087133444,3.56919572909117,30.14,70.7,60.7,40.14,40,30.14,7.42427060029819,1.39646870759864,0.977603583338902,5,7,3,5,4,4,4,2.945987898513,0,1,19.3702685364554,0,"R_TdTaGuCJvtDI8zD","18 to 24","ArizonaState",NA,"NHWhite",-0.648933419746642,-0.585279770741173,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,5,2,2,2,1,2
"329",4,1,5,5,5,5,4,5,6,6,72.5167178130268,99.58,29.3,100,91.83,79.3,8.15841336963512,1.3086810639044,1.08087392517809,5,5,3,3,3,4,3,1.9022050761985,1,0,20.6741568702629,0,"R_6qWf8EgDX4Fz1Sx","18 to 24","ArizonaState",NA,NA,0.904013207719535,1.13884860938675,"3","High",1,NA,NA,NA,"18 to 24","1","0",2,3,2,2,2,2,2,2,2,2,3
"330",4.00034187572584,2.05567933017015,4.90328109571208,4.28197713648916,4.86636661664486,4.60455277891461,4,3,7,7,18.87,100,0,49.44,19.44,39.72,1.5,3,1.9,5,4,3,4,3,3,2,2.01859222385912,0.376574919035286,1,22.1425541483895,0,"R_28AiWamOasehzT1","18 to 24","ArizonaState",NA,"NHWhite",0.887978045099868,-0.47260348093426,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,1,3,2,1,2,2,3,1,3
"331",2.00895791506428,1.88294666976218,4.91722355208411,4.41599223144101,4.8810533607184,4.66809735068215,4,7,6,7,60,61.97,11.55,86.48,80.7,70.56,7.39744017065914,1.36820041491572,0.977603583338902,6,5,3,5,3,3,3,2.86916201089172,1,1,17.5584351168702,0,"R_1H1wXVFEPsiPvNl","18 to 24","ArizonaState",NA,"NHWhite",1.49546461434444,0.529056968420775,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,2,2,2,1,2,1,2
"332",4,3,5,4,5,5,2,6,6,6,83.24,100,38.03,100,82.96,100,8.11027204354361,0.749996589467508,0.543928027880672,1,1,3,1,1,1,2,1.89552524091956,0,1,20.7840877923089,0,"R_26l5afE0Jk7kzDB","18 to 24","ArizonaState",NA,"NHAsian",1.10432663159158,1.31100300062498,"3","High",1,"NHAsian","0","2","18 to 24","1","0",1,1,1,1,1,1,1,2,1,2,2
"333",3,5,5,4,4,4,3,4,6,7,47.1,100,0,100,100,100,8.46656114773572,1.16232198652243,0.81903020578268,2,2,3,2,1,1,1,2.11644985978189,0.340487862790451,1,21.1336719004799,0,"R_305ZdJgWqxEiZYF","18 to 24","ArizonaState",NA,"Hisp",0.894524342728297,1.17383320023439,"3","High",1,"Hisp","0","0","18 to 24","1","0",1,1,1,1,1,1,2,2,2,2,2
"334",2,1,5,4,4,4,4,1,1,1,19.77,18.91,22.35,16.33,23.5,17.19,7.46519412086859,1.95642804507239,1.08343366126898,3,6,6,4,3,3,4,2.88983884923882,0.216294384189062,0,29.0524382701658,0,"R_2rIbJ5pkKYVPXt3","18 to 24","ArizonaState",NA,NA,-1.82019891339079,-1.42889476090555,"2","Low",0,NA,NA,NA,"18 to 24","1","0",2,2,3,3,1,5,2,3,2,1,3
"335",5,3,5,4,5,5,2,5.68810421925181,5.6284234699755,6.17102761750209,80.85,81.27,40.14,60.7,79.72,90.85,8.44717727690603,0.680396301129607,0.543928027880672,2,1,2,5,3,3,4,1.66409324618681,0,0,24.1876496640659,0,"R_tXt4iI4HJ8KbRCx","18 to 24","ArizonaState",NA,"NHAsian",1.00248667312251,0.774640114691293,"3","High",1,"NHAsian","0","2","18 to 24","1","0",2,2,3,3,1,1,1,2,1,2,2
"336",4,5,5,5,5,5,3,4.34863776203718,4.240941302401,3.9410879533565,41.27,70.99,81.55,29.58,60.56,61.41,7,2.5,0.5,5,5,3,4,3,3,3,2.04002512251271,0.246796156791241,1,28.3180571916699,0,"R_41GEvHn1JHy8Yhz","18 to 24","ArizonaState",NA,NA,0.039797875849511,-0.187806193127985,"1","Med",0,NA,NA,NA,"18 to 24","1","0",2,2,2,3,2,2,2,3,3,1,1
